id;pv_load;st_load;won_load;woff_load
1;0;0;61321.04131;17273.53276
2;0;0;57645.37361;16238.13341
3;0;0;55988.77684;15771.48644
4;0;0;52771.44424;14865.19556
5;0;0;52130.37425;14684.61246
6;0;0;47729.75824;13445.00232
7;0;0;43383.06401;12220.58141
8;0;0;43520.8641;12259.39834
9;3788.780995;545.5844633;43664.6555;12299.90296
10;23545.91486;3390.611739;36630.85946;10318.55196
11;48067.61326;6921.73631;26343.78296;7420.783933
12;73939.86389;10647.3404;25663.76946;7229.230834
13;91302.50566;13147.56081;29453.27201;8296.696342
14;99605.82317;14343.23854;35624.31965;10035.01962
15;92519.75212;13322.84431;42280.66326;11910.04599
16;77182.66533;11114.30381;44012.15139;12397.78912
17;54296.53651;7818.701258;45315.26096;12764.86224
18;26204.10268;3773.390786;40621.07084;11442.55517
19;2893.272479;416.6312369;39003.41758;10986.87819
20;0;0;45599.84811;12845.02764
21;0;0;50297.03388;14168.17856
22;0;0;54613.77157;15384.16101
23;0;0;59652.46192;16803.5104
24;0;0;66599.38399;18760.38986
25;0;0;61321.04131;17273.53276
26;0;0;57645.37361;16238.13341
27;0;0;55988.77684;15771.48644
28;0;0;52771.44424;14865.19556
29;0;0;52130.37425;14684.61246
30;0;0;47729.75824;13445.00232
31;0;0;43383.06401;12220.58141
32;0;0;43520.8641;12259.39834
33;3788.780995;545.5844633;43664.6555;12299.90296
34;23545.91486;3390.611739;36630.85946;10318.55196
35;48067.61326;6921.73631;26343.78296;7420.783933
36;73939.86389;10647.3404;25663.76946;7229.230834
37;91302.50566;13147.56081;29453.27201;8296.696342
38;99605.82317;14343.23854;35624.31965;10035.01962
39;92519.75212;13322.84431;42280.66326;11910.04599
40;77182.66533;11114.30381;44012.15139;12397.78912
41;54296.53651;7818.701258;45315.26096;12764.86224
42;26204.10268;3773.390786;40621.07084;11442.55517
43;2893.272479;416.6312369;39003.41758;10986.87819
44;0;0;45599.84811;12845.02764
45;0;0;50297.03388;14168.17856
46;0;0;54613.77157;15384.16101
47;0;0;59652.46192;16803.5104
48;0;0;66599.38399;18760.38986
49;0;0;61321.04131;17273.53276
50;0;0;57645.37361;16238.13341
51;0;0;55988.77684;15771.48644
52;0;0;52771.44424;14865.19556
53;0;0;52130.37425;14684.61246
54;0;0;47729.75824;13445.00232
55;0;0;43383.06401;12220.58141
56;0;0;43520.8641;12259.39834
57;3788.780995;545.5844633;43664.6555;12299.90296
58;23545.91486;3390.611739;36630.85946;10318.55196
59;48067.61326;6921.73631;26343.78296;7420.783933
60;73939.86389;10647.3404;25663.76946;7229.230834
61;91302.50566;13147.56081;29453.27201;8296.696342
62;99605.82317;14343.23854;35624.31965;10035.01962
63;92519.75212;13322.84431;42280.66326;11910.04599
64;77182.66533;11114.30381;44012.15139;12397.78912
65;54296.53651;7818.701258;45315.26096;12764.86224
66;26204.10268;3773.390786;40621.07084;11442.55517
67;2893.272479;416.6312369;39003.41758;10986.87819
68;0;0;45599.84811;12845.02764
69;0;0;50297.03388;14168.17856
70;0;0;54613.77157;15384.16101
71;0;0;59652.46192;16803.5104
72;0;0;66599.38399;18760.38986
73;0;0;61321.04131;17273.53276
74;0;0;57645.37361;16238.13341
75;0;0;55988.77684;15771.48644
76;0;0;52771.44424;14865.19556
77;0;0;52130.37425;14684.61246
78;0;0;47729.75824;13445.00232
79;0;0;43383.06401;12220.58141
80;0;0;43520.8641;12259.39834
81;3788.780995;545.5844633;43664.6555;12299.90296
82;23545.91486;3390.611739;36630.85946;10318.55196
83;48067.61326;6921.73631;26343.78296;7420.783933
84;73939.86389;10647.3404;25663.76946;7229.230834
85;91302.50566;13147.56081;29453.27201;8296.696342
86;99605.82317;14343.23854;35624.31965;10035.01962
87;92519.75212;13322.84431;42280.66326;11910.04599
88;77182.66533;11114.30381;44012.15139;12397.78912
89;54296.53651;7818.701258;45315.26096;12764.86224
90;26204.10268;3773.390786;40621.07084;11442.55517
91;2893.272479;416.6312369;39003.41758;10986.87819
92;0;0;45599.84811;12845.02764
93;0;0;50297.03388;14168.17856
94;0;0;54613.77157;15384.16101
95;0;0;59652.46192;16803.5104
96;0;0;66599.38399;18760.38986
97;0;0;61321.04131;17273.53276
98;0;0;57645.37361;16238.13341
99;0;0;55988.77684;15771.48644
100;0;0;52771.44424;14865.19556
101;0;0;52130.37425;14684.61246
102;0;0;47729.75824;13445.00232
103;0;0;43383.06401;12220.58141
104;0;0;43520.8641;12259.39834
105;3788.780995;545.5844633;43664.6555;12299.90296
106;23545.91486;3390.611739;36630.85946;10318.55196
107;48067.61326;6921.73631;26343.78296;7420.783933
108;73939.86389;10647.3404;25663.76946;7229.230834
109;91302.50566;13147.56081;29453.27201;8296.696342
110;99605.82317;14343.23854;35624.31965;10035.01962
111;92519.75212;13322.84431;42280.66326;11910.04599
112;77182.66533;11114.30381;44012.15139;12397.78912
113;54296.53651;7818.701258;45315.26096;12764.86224
114;26204.10268;3773.390786;40621.07084;11442.55517
115;2893.272479;416.6312369;39003.41758;10986.87819
116;0;0;45599.84811;12845.02764
117;0;0;50297.03388;14168.17856
118;0;0;54613.77157;15384.16101
119;0;0;59652.46192;16803.5104
120;0;0;66599.38399;18760.38986
121;0;0;61321.04131;17273.53276
122;0;0;57645.37361;16238.13341
123;0;0;55988.77684;15771.48644
124;0;0;52771.44424;14865.19556
125;0;0;52130.37425;14684.61246
126;0;0;47729.75824;13445.00232
127;0;0;43383.06401;12220.58141
128;0;0;43520.8641;12259.39834
129;3788.780995;545.5844633;43664.6555;12299.90296
130;23545.91486;3390.611739;36630.85946;10318.55196
131;48067.61326;6921.73631;26343.78296;7420.783933
132;73939.86389;10647.3404;25663.76946;7229.230834
133;91302.50566;13147.56081;29453.27201;8296.696342
134;99605.82317;14343.23854;35624.31965;10035.01962
135;92519.75212;13322.84431;42280.66326;11910.04599
136;77182.66533;11114.30381;44012.15139;12397.78912
137;54296.53651;7818.701258;45315.26096;12764.86224
138;26204.10268;3773.390786;40621.07084;11442.55517
139;2893.272479;416.6312369;39003.41758;10986.87819
140;0;0;45599.84811;12845.02764
141;0;0;50297.03388;14168.17856
142;0;0;54613.77157;15384.16101
143;0;0;59652.46192;16803.5104
144;0;0;66599.38399;18760.38986
145;0;0;61321.04131;17273.53276
146;0;0;57645.37361;16238.13341
147;0;0;55988.77684;15771.48644
148;0;0;52771.44424;14865.19556
149;0;0;52130.37425;14684.61246
150;0;0;47729.75824;13445.00232
151;0;0;43383.06401;12220.58141
152;0;0;43520.8641;12259.39834
153;3788.780995;545.5844633;43664.6555;12299.90296
154;23545.91486;3390.611739;36630.85946;10318.55196
155;48067.61326;6921.73631;26343.78296;7420.783933
156;73939.86389;10647.3404;25663.76946;7229.230834
157;91302.50566;13147.56081;29453.27201;8296.696342
158;99605.82317;14343.23854;35624.31965;10035.01962
159;92519.75212;13322.84431;42280.66326;11910.04599
160;77182.66533;11114.30381;44012.15139;12397.78912
161;54296.53651;7818.701258;45315.26096;12764.86224
162;26204.10268;3773.390786;40621.07084;11442.55517
163;2893.272479;416.6312369;39003.41758;10986.87819
164;0;0;45599.84811;12845.02764
165;0;0;50297.03388;14168.17856
166;0;0;54613.77157;15384.16101
167;0;0;59652.46192;16803.5104
168;0;0;66599.38399;18760.38986
169;0;0;61321.04131;17273.53276
170;0;0;57645.37361;16238.13341
171;0;0;55988.77684;15771.48644
172;0;0;52771.44424;14865.19556
173;0;0;52130.37425;14684.61246
174;0;0;47729.75824;13445.00232
175;0;0;43383.06401;12220.58141
176;0;0;43520.8641;12259.39834
177;3788.780995;545.5844633;43664.6555;12299.90296
178;23545.91486;3390.611739;36630.85946;10318.55196
179;48067.61326;6921.73631;26343.78296;7420.783933
180;73939.86389;10647.3404;25663.76946;7229.230834
181;91302.50566;13147.56081;29453.27201;8296.696342
182;99605.82317;14343.23854;35624.31965;10035.01962
183;92519.75212;13322.84431;42280.66326;11910.04599
184;77182.66533;11114.30381;44012.15139;12397.78912
185;54296.53651;7818.701258;45315.26096;12764.86224
186;26204.10268;3773.390786;40621.07084;11442.55517
187;2893.272479;416.6312369;39003.41758;10986.87819
188;0;0;45599.84811;12845.02764
189;0;0;50297.03388;14168.17856
190;0;0;54613.77157;15384.16101
191;0;0;59652.46192;16803.5104
192;0;0;66599.38399;18760.38986
193;0;0;61321.04131;17273.53276
194;0;0;57645.37361;16238.13341
195;0;0;55988.77684;15771.48644
196;0;0;52771.44424;14865.19556
197;0;0;52130.37425;14684.61246
198;0;0;47729.75824;13445.00232
199;0;0;43383.06401;12220.58141
200;0;0;43520.8641;12259.39834
201;3788.780995;545.5844633;43664.6555;12299.90296
202;23545.91486;3390.611739;36630.85946;10318.55196
203;48067.61326;6921.73631;26343.78296;7420.783933
204;73939.86389;10647.3404;25663.76946;7229.230834
205;91302.50566;13147.56081;29453.27201;8296.696342
206;99605.82317;14343.23854;35624.31965;10035.01962
207;92519.75212;13322.84431;42280.66326;11910.04599
208;77182.66533;11114.30381;44012.15139;12397.78912
209;54296.53651;7818.701258;45315.26096;12764.86224
210;26204.10268;3773.390786;40621.07084;11442.55517
211;2893.272479;416.6312369;39003.41758;10986.87819
212;0;0;45599.84811;12845.02764
213;0;0;50297.03388;14168.17856
214;0;0;54613.77157;15384.16101
215;0;0;59652.46192;16803.5104
216;0;0;66599.38399;18760.38986
217;0;0;61321.04131;17273.53276
218;0;0;57645.37361;16238.13341
219;0;0;55988.77684;15771.48644
220;0;0;52771.44424;14865.19556
221;0;0;52130.37425;14684.61246
222;0;0;47729.75824;13445.00232
223;0;0;43383.06401;12220.58141
224;0;0;43520.8641;12259.39834
225;3788.780995;545.5844633;43664.6555;12299.90296
226;23545.91486;3390.611739;36630.85946;10318.55196
227;48067.61326;6921.73631;26343.78296;7420.783933
228;73939.86389;10647.3404;25663.76946;7229.230834
229;91302.50566;13147.56081;29453.27201;8296.696342
230;99605.82317;14343.23854;35624.31965;10035.01962
231;92519.75212;13322.84431;42280.66326;11910.04599
232;77182.66533;11114.30381;44012.15139;12397.78912
233;54296.53651;7818.701258;45315.26096;12764.86224
234;26204.10268;3773.390786;40621.07084;11442.55517
235;2893.272479;416.6312369;39003.41758;10986.87819
236;0;0;45599.84811;12845.02764
237;0;0;50297.03388;14168.17856
238;0;0;54613.77157;15384.16101
239;0;0;59652.46192;16803.5104
240;0;0;66599.38399;18760.38986
241;0;0;61321.04131;17273.53276
242;0;0;57645.37361;16238.13341
243;0;0;55988.77684;15771.48644
244;0;0;52771.44424;14865.19556
245;0;0;52130.37425;14684.61246
246;0;0;47729.75824;13445.00232
247;0;0;43383.06401;12220.58141
248;0;0;43520.8641;12259.39834
249;3788.780995;545.5844633;43664.6555;12299.90296
250;23545.91486;3390.611739;36630.85946;10318.55196
251;48067.61326;6921.73631;26343.78296;7420.783933
252;73939.86389;10647.3404;25663.76946;7229.230834
253;91302.50566;13147.56081;29453.27201;8296.696342
254;99605.82317;14343.23854;35624.31965;10035.01962
255;92519.75212;13322.84431;42280.66326;11910.04599
256;77182.66533;11114.30381;44012.15139;12397.78912
257;54296.53651;7818.701258;45315.26096;12764.86224
258;26204.10268;3773.390786;40621.07084;11442.55517
259;2893.272479;416.6312369;39003.41758;10986.87819
260;0;0;45599.84811;12845.02764
261;0;0;50297.03388;14168.17856
262;0;0;54613.77157;15384.16101
263;0;0;59652.46192;16803.5104
264;0;0;66599.38399;18760.38986
265;0;0;61321.04131;17273.53276
266;0;0;57645.37361;16238.13341
267;0;0;55988.77684;15771.48644
268;0;0;52771.44424;14865.19556
269;0;0;52130.37425;14684.61246
270;0;0;47729.75824;13445.00232
271;0;0;43383.06401;12220.58141
272;0;0;43520.8641;12259.39834
273;3788.780995;545.5844633;43664.6555;12299.90296
274;23545.91486;3390.611739;36630.85946;10318.55196
275;48067.61326;6921.73631;26343.78296;7420.783933
276;73939.86389;10647.3404;25663.76946;7229.230834
277;91302.50566;13147.56081;29453.27201;8296.696342
278;99605.82317;14343.23854;35624.31965;10035.01962
279;92519.75212;13322.84431;42280.66326;11910.04599
280;77182.66533;11114.30381;44012.15139;12397.78912
281;54296.53651;7818.701258;45315.26096;12764.86224
282;26204.10268;3773.390786;40621.07084;11442.55517
283;2893.272479;416.6312369;39003.41758;10986.87819
284;0;0;45599.84811;12845.02764
285;0;0;50297.03388;14168.17856
286;0;0;54613.77157;15384.16101
287;0;0;59652.46192;16803.5104
288;0;0;66599.38399;18760.38986
289;0;0;61321.04131;17273.53276
290;0;0;57645.37361;16238.13341
291;0;0;55988.77684;15771.48644
292;0;0;52771.44424;14865.19556
293;0;0;52130.37425;14684.61246
294;0;0;47729.75824;13445.00232
295;0;0;43383.06401;12220.58141
296;0;0;43520.8641;12259.39834
297;3788.780995;545.5844633;43664.6555;12299.90296
298;23545.91486;3390.611739;36630.85946;10318.55196
299;48067.61326;6921.73631;26343.78296;7420.783933
300;73939.86389;10647.3404;25663.76946;7229.230834
301;91302.50566;13147.56081;29453.27201;8296.696342
302;99605.82317;14343.23854;35624.31965;10035.01962
303;92519.75212;13322.84431;42280.66326;11910.04599
304;77182.66533;11114.30381;44012.15139;12397.78912
305;54296.53651;7818.701258;45315.26096;12764.86224
306;26204.10268;3773.390786;40621.07084;11442.55517
307;2893.272479;416.6312369;39003.41758;10986.87819
308;0;0;45599.84811;12845.02764
309;0;0;50297.03388;14168.17856
310;0;0;54613.77157;15384.16101
311;0;0;59652.46192;16803.5104
312;0;0;66599.38399;18760.38986
313;0;0;61321.04131;17273.53276
314;0;0;57645.37361;16238.13341
315;0;0;55988.77684;15771.48644
316;0;0;52771.44424;14865.19556
317;0;0;52130.37425;14684.61246
318;0;0;47729.75824;13445.00232
319;0;0;43383.06401;12220.58141
320;0;0;43520.8641;12259.39834
321;3788.780995;545.5844633;43664.6555;12299.90296
322;23545.91486;3390.611739;36630.85946;10318.55196
323;48067.61326;6921.73631;26343.78296;7420.783933
324;73939.86389;10647.3404;25663.76946;7229.230834
325;91302.50566;13147.56081;29453.27201;8296.696342
326;99605.82317;14343.23854;35624.31965;10035.01962
327;92519.75212;13322.84431;42280.66326;11910.04599
328;77182.66533;11114.30381;44012.15139;12397.78912
329;54296.53651;7818.701258;45315.26096;12764.86224
330;26204.10268;3773.390786;40621.07084;11442.55517
331;2893.272479;416.6312369;39003.41758;10986.87819
332;0;0;45599.84811;12845.02764
333;0;0;50297.03388;14168.17856
334;0;0;54613.77157;15384.16101
335;0;0;59652.46192;16803.5104
336;0;0;66599.38399;18760.38986
337;0;0;61321.04131;17273.53276
338;0;0;57645.37361;16238.13341
339;0;0;55988.77684;15771.48644
340;0;0;52771.44424;14865.19556
341;0;0;52130.37425;14684.61246
342;0;0;47729.75824;13445.00232
343;0;0;43383.06401;12220.58141
344;0;0;43520.8641;12259.39834
345;3788.780995;545.5844633;43664.6555;12299.90296
346;23545.91486;3390.611739;36630.85946;10318.55196
347;48067.61326;6921.73631;26343.78296;7420.783933
348;73939.86389;10647.3404;25663.76946;7229.230834
349;91302.50566;13147.56081;29453.27201;8296.696342
350;99605.82317;14343.23854;35624.31965;10035.01962
351;92519.75212;13322.84431;42280.66326;11910.04599
352;77182.66533;11114.30381;44012.15139;12397.78912
353;54296.53651;7818.701258;45315.26096;12764.86224
354;26204.10268;3773.390786;40621.07084;11442.55517
355;2893.272479;416.6312369;39003.41758;10986.87819
356;0;0;45599.84811;12845.02764
357;0;0;50297.03388;14168.17856
358;0;0;54613.77157;15384.16101
359;0;0;59652.46192;16803.5104
360;0;0;66599.38399;18760.38986
361;0;0;61321.04131;17273.53276
362;0;0;57645.37361;16238.13341
363;0;0;55988.77684;15771.48644
364;0;0;52771.44424;14865.19556
365;0;0;52130.37425;14684.61246
366;0;0;47729.75824;13445.00232
367;0;0;43383.06401;12220.58141
368;0;0;43520.8641;12259.39834
369;3788.780995;545.5844633;43664.6555;12299.90296
370;23545.91486;3390.611739;36630.85946;10318.55196
371;48067.61326;6921.73631;26343.78296;7420.783933
372;73939.86389;10647.3404;25663.76946;7229.230834
373;91302.50566;13147.56081;29453.27201;8296.696342
374;99605.82317;14343.23854;35624.31965;10035.01962
375;92519.75212;13322.84431;42280.66326;11910.04599
376;77182.66533;11114.30381;44012.15139;12397.78912
377;54296.53651;7818.701258;45315.26096;12764.86224
378;26204.10268;3773.390786;40621.07084;11442.55517
379;2893.272479;416.6312369;39003.41758;10986.87819
380;0;0;45599.84811;12845.02764
381;0;0;50297.03388;14168.17856
382;0;0;54613.77157;15384.16101
383;0;0;59652.46192;16803.5104
384;0;0;66599.38399;18760.38986
385;0;0;61321.04131;17273.53276
386;0;0;57645.37361;16238.13341
387;0;0;55988.77684;15771.48644
388;0;0;52771.44424;14865.19556
389;0;0;52130.37425;14684.61246
390;0;0;47729.75824;13445.00232
391;0;0;43383.06401;12220.58141
392;0;0;43520.8641;12259.39834
393;3788.780995;545.5844633;43664.6555;12299.90296
394;23545.91486;3390.611739;36630.85946;10318.55196
395;48067.61326;6921.73631;26343.78296;7420.783933
396;73939.86389;10647.3404;25663.76946;7229.230834
397;91302.50566;13147.56081;29453.27201;8296.696342
398;99605.82317;14343.23854;35624.31965;10035.01962
399;92519.75212;13322.84431;42280.66326;11910.04599
400;77182.66533;11114.30381;44012.15139;12397.78912
401;54296.53651;7818.701258;45315.26096;12764.86224
402;26204.10268;3773.390786;40621.07084;11442.55517
403;2893.272479;416.6312369;39003.41758;10986.87819
404;0;0;45599.84811;12845.02764
405;0;0;50297.03388;14168.17856
406;0;0;54613.77157;15384.16101
407;0;0;59652.46192;16803.5104
408;0;0;66599.38399;18760.38986
409;0;0;61321.04131;17273.53276
410;0;0;57645.37361;16238.13341
411;0;0;55988.77684;15771.48644
412;0;0;52771.44424;14865.19556
413;0;0;52130.37425;14684.61246
414;0;0;47729.75824;13445.00232
415;0;0;43383.06401;12220.58141
416;0;0;43520.8641;12259.39834
417;3788.780995;545.5844633;43664.6555;12299.90296
418;23545.91486;3390.611739;36630.85946;10318.55196
419;48067.61326;6921.73631;26343.78296;7420.783933
420;73939.86389;10647.3404;25663.76946;7229.230834
421;91302.50566;13147.56081;29453.27201;8296.696342
422;99605.82317;14343.23854;35624.31965;10035.01962
423;92519.75212;13322.84431;42280.66326;11910.04599
424;77182.66533;11114.30381;44012.15139;12397.78912
425;54296.53651;7818.701258;45315.26096;12764.86224
426;26204.10268;3773.390786;40621.07084;11442.55517
427;2893.272479;416.6312369;39003.41758;10986.87819
428;0;0;45599.84811;12845.02764
429;0;0;50297.03388;14168.17856
430;0;0;54613.77157;15384.16101
431;0;0;59652.46192;16803.5104
432;0;0;66599.38399;18760.38986
433;0;0;61321.04131;17273.53276
434;0;0;57645.37361;16238.13341
435;0;0;55988.77684;15771.48644
436;0;0;52771.44424;14865.19556
437;0;0;52130.37425;14684.61246
438;0;0;47729.75824;13445.00232
439;0;0;43383.06401;12220.58141
440;0;0;43520.8641;12259.39834
441;3788.780995;545.5844633;43664.6555;12299.90296
442;23545.91486;3390.611739;36630.85946;10318.55196
443;48067.61326;6921.73631;26343.78296;7420.783933
444;73939.86389;10647.3404;25663.76946;7229.230834
445;91302.50566;13147.56081;29453.27201;8296.696342
446;99605.82317;14343.23854;35624.31965;10035.01962
447;92519.75212;13322.84431;42280.66326;11910.04599
448;77182.66533;11114.30381;44012.15139;12397.78912
449;54296.53651;7818.701258;45315.26096;12764.86224
450;26204.10268;3773.390786;40621.07084;11442.55517
451;2893.272479;416.6312369;39003.41758;10986.87819
452;0;0;45599.84811;12845.02764
453;0;0;50297.03388;14168.17856
454;0;0;54613.77157;15384.16101
455;0;0;59652.46192;16803.5104
456;0;0;66599.38399;18760.38986
457;0;0;61321.04131;17273.53276
458;0;0;57645.37361;16238.13341
459;0;0;55988.77684;15771.48644
460;0;0;52771.44424;14865.19556
461;0;0;52130.37425;14684.61246
462;0;0;47729.75824;13445.00232
463;0;0;43383.06401;12220.58141
464;0;0;43520.8641;12259.39834
465;3788.780995;545.5844633;43664.6555;12299.90296
466;23545.91486;3390.611739;36630.85946;10318.55196
467;48067.61326;6921.73631;26343.78296;7420.783933
468;73939.86389;10647.3404;25663.76946;7229.230834
469;91302.50566;13147.56081;29453.27201;8296.696342
470;99605.82317;14343.23854;35624.31965;10035.01962
471;92519.75212;13322.84431;42280.66326;11910.04599
472;77182.66533;11114.30381;44012.15139;12397.78912
473;54296.53651;7818.701258;45315.26096;12764.86224
474;26204.10268;3773.390786;40621.07084;11442.55517
475;2893.272479;416.6312369;39003.41758;10986.87819
476;0;0;45599.84811;12845.02764
477;0;0;50297.03388;14168.17856
478;0;0;54613.77157;15384.16101
479;0;0;59652.46192;16803.5104
480;0;0;66599.38399;18760.38986
481;0;0;61321.04131;17273.53276
482;0;0;57645.37361;16238.13341
483;0;0;55988.77684;15771.48644
484;0;0;52771.44424;14865.19556
485;0;0;52130.37425;14684.61246
486;0;0;47729.75824;13445.00232
487;0;0;43383.06401;12220.58141
488;0;0;43520.8641;12259.39834
489;3788.780995;545.5844633;43664.6555;12299.90296
490;23545.91486;3390.611739;36630.85946;10318.55196
491;48067.61326;6921.73631;26343.78296;7420.783933
492;73939.86389;10647.3404;25663.76946;7229.230834
493;91302.50566;13147.56081;29453.27201;8296.696342
494;99605.82317;14343.23854;35624.31965;10035.01962
495;92519.75212;13322.84431;42280.66326;11910.04599
496;77182.66533;11114.30381;44012.15139;12397.78912
497;54296.53651;7818.701258;45315.26096;12764.86224
498;26204.10268;3773.390786;40621.07084;11442.55517
499;2893.272479;416.6312369;39003.41758;10986.87819
500;0;0;45599.84811;12845.02764
501;0;0;50297.03388;14168.17856
502;0;0;54613.77157;15384.16101
503;0;0;59652.46192;16803.5104
504;0;0;66599.38399;18760.38986
505;0;0;61321.04131;17273.53276
506;0;0;57645.37361;16238.13341
507;0;0;55988.77684;15771.48644
508;0;0;52771.44424;14865.19556
509;0;0;52130.37425;14684.61246
510;0;0;47729.75824;13445.00232
511;0;0;43383.06401;12220.58141
512;0;0;43520.8641;12259.39834
513;3788.780995;545.5844633;43664.6555;12299.90296
514;23545.91486;3390.611739;36630.85946;10318.55196
515;48067.61326;6921.73631;26343.78296;7420.783933
516;73939.86389;10647.3404;25663.76946;7229.230834
517;91302.50566;13147.56081;29453.27201;8296.696342
518;99605.82317;14343.23854;35624.31965;10035.01962
519;92519.75212;13322.84431;42280.66326;11910.04599
520;77182.66533;11114.30381;44012.15139;12397.78912
521;54296.53651;7818.701258;45315.26096;12764.86224
522;26204.10268;3773.390786;40621.07084;11442.55517
523;2893.272479;416.6312369;39003.41758;10986.87819
524;0;0;45599.84811;12845.02764
525;0;0;50297.03388;14168.17856
526;0;0;54613.77157;15384.16101
527;0;0;59652.46192;16803.5104
528;0;0;66599.38399;18760.38986
529;0;0;61321.04131;17273.53276
530;0;0;57645.37361;16238.13341
531;0;0;55988.77684;15771.48644
532;0;0;52771.44424;14865.19556
533;0;0;52130.37425;14684.61246
534;0;0;47729.75824;13445.00232
535;0;0;43383.06401;12220.58141
536;0;0;43520.8641;12259.39834
537;3788.780995;545.5844633;43664.6555;12299.90296
538;23545.91486;3390.611739;36630.85946;10318.55196
539;48067.61326;6921.73631;26343.78296;7420.783933
540;73939.86389;10647.3404;25663.76946;7229.230834
541;91302.50566;13147.56081;29453.27201;8296.696342
542;99605.82317;14343.23854;35624.31965;10035.01962
543;92519.75212;13322.84431;42280.66326;11910.04599
544;77182.66533;11114.30381;44012.15139;12397.78912
545;54296.53651;7818.701258;45315.26096;12764.86224
546;26204.10268;3773.390786;40621.07084;11442.55517
547;2893.272479;416.6312369;39003.41758;10986.87819
548;0;0;45599.84811;12845.02764
549;0;0;50297.03388;14168.17856
550;0;0;54613.77157;15384.16101
551;0;0;59652.46192;16803.5104
552;0;0;66599.38399;18760.38986
553;0;0;61321.04131;17273.53276
554;0;0;57645.37361;16238.13341
555;0;0;55988.77684;15771.48644
556;0;0;52771.44424;14865.19556
557;0;0;52130.37425;14684.61246
558;0;0;47729.75824;13445.00232
559;0;0;43383.06401;12220.58141
560;0;0;43520.8641;12259.39834
561;3788.780995;545.5844633;43664.6555;12299.90296
562;23545.91486;3390.611739;36630.85946;10318.55196
563;48067.61326;6921.73631;26343.78296;7420.783933
564;73939.86389;10647.3404;25663.76946;7229.230834
565;91302.50566;13147.56081;29453.27201;8296.696342
566;99605.82317;14343.23854;35624.31965;10035.01962
567;92519.75212;13322.84431;42280.66326;11910.04599
568;77182.66533;11114.30381;44012.15139;12397.78912
569;54296.53651;7818.701258;45315.26096;12764.86224
570;26204.10268;3773.390786;40621.07084;11442.55517
571;2893.272479;416.6312369;39003.41758;10986.87819
572;0;0;45599.84811;12845.02764
573;0;0;50297.03388;14168.17856
574;0;0;54613.77157;15384.16101
575;0;0;59652.46192;16803.5104
576;0;0;66599.38399;18760.38986
577;0;0;61321.04131;17273.53276
578;0;0;57645.37361;16238.13341
579;0;0;55988.77684;15771.48644
580;0;0;52771.44424;14865.19556
581;0;0;52130.37425;14684.61246
582;0;0;47729.75824;13445.00232
583;0;0;43383.06401;12220.58141
584;0;0;43520.8641;12259.39834
585;3788.780995;545.5844633;43664.6555;12299.90296
586;23545.91486;3390.611739;36630.85946;10318.55196
587;48067.61326;6921.73631;26343.78296;7420.783933
588;73939.86389;10647.3404;25663.76946;7229.230834
589;91302.50566;13147.56081;29453.27201;8296.696342
590;99605.82317;14343.23854;35624.31965;10035.01962
591;92519.75212;13322.84431;42280.66326;11910.04599
592;77182.66533;11114.30381;44012.15139;12397.78912
593;54296.53651;7818.701258;45315.26096;12764.86224
594;26204.10268;3773.390786;40621.07084;11442.55517
595;2893.272479;416.6312369;39003.41758;10986.87819
596;0;0;45599.84811;12845.02764
597;0;0;50297.03388;14168.17856
598;0;0;54613.77157;15384.16101
599;0;0;59652.46192;16803.5104
600;0;0;66599.38399;18760.38986
601;0;0;61321.04131;17273.53276
602;0;0;57645.37361;16238.13341
603;0;0;55988.77684;15771.48644
604;0;0;52771.44424;14865.19556
605;0;0;52130.37425;14684.61246
606;0;0;47729.75824;13445.00232
607;0;0;43383.06401;12220.58141
608;0;0;43520.8641;12259.39834
609;3788.780995;545.5844633;43664.6555;12299.90296
610;23545.91486;3390.611739;36630.85946;10318.55196
611;48067.61326;6921.73631;26343.78296;7420.783933
612;73939.86389;10647.3404;25663.76946;7229.230834
613;91302.50566;13147.56081;29453.27201;8296.696342
614;99605.82317;14343.23854;35624.31965;10035.01962
615;92519.75212;13322.84431;42280.66326;11910.04599
616;77182.66533;11114.30381;44012.15139;12397.78912
617;54296.53651;7818.701258;45315.26096;12764.86224
618;26204.10268;3773.390786;40621.07084;11442.55517
619;2893.272479;416.6312369;39003.41758;10986.87819
620;0;0;45599.84811;12845.02764
621;0;0;50297.03388;14168.17856
622;0;0;54613.77157;15384.16101
623;0;0;59652.46192;16803.5104
624;0;0;66599.38399;18760.38986
625;0;0;61321.04131;17273.53276
626;0;0;57645.37361;16238.13341
627;0;0;55988.77684;15771.48644
628;0;0;52771.44424;14865.19556
629;0;0;52130.37425;14684.61246
630;0;0;47729.75824;13445.00232
631;0;0;43383.06401;12220.58141
632;0;0;43520.8641;12259.39834
633;3788.780995;545.5844633;43664.6555;12299.90296
634;23545.91486;3390.611739;36630.85946;10318.55196
635;48067.61326;6921.73631;26343.78296;7420.783933
636;73939.86389;10647.3404;25663.76946;7229.230834
637;91302.50566;13147.56081;29453.27201;8296.696342
638;99605.82317;14343.23854;35624.31965;10035.01962
639;92519.75212;13322.84431;42280.66326;11910.04599
640;77182.66533;11114.30381;44012.15139;12397.78912
641;54296.53651;7818.701258;45315.26096;12764.86224
642;26204.10268;3773.390786;40621.07084;11442.55517
643;2893.272479;416.6312369;39003.41758;10986.87819
644;0;0;45599.84811;12845.02764
